SOC (%),SOH (%),Voltage (V),Current (A),Battery Temp (°C),Speed (km/h),Acceleration (m/s²),Road Incline (°),External Temp (°C),Charge Cycles,Charge Rate,Distance Traveled (km),Energy Consumed (kWh),Remaining Distance (km)
40.58131129049944,87.47281636933397,0.7300576127993108,0.6382770047578166,0.2989086329506223,0.8472863847023531,0.7417154574247199,0.04254193552014707,30.908222623360565,212,0,289.231631954882,70.14886736000577,0.3568686095186838
95.31785910894205,86.65824192462807,0.18449101898316878,0.4593862200178349,0.09480526616570328,0.4945426044704162,0.8813431476684742,0.8285858249829132,-2.736511880797229,530,1,141.6990889300863,21.947597635412723,0.5773441367883669
74.53942447208348,83.5230782500572,0.3466425778511413,0.964701522760844,0.12634812243680826,0.19547061432139465,0.46317851002324495,0.24924110556959167,37.32318976526325,687,1,379.9160499122353,71.00976634584778,0.745950270256624
61.87255599871848,92.14533340202976,0.6633301199244328,0.21902025879276765,0.18066244746097548,0.736683991231594,0.2890763444116695,0.28387971746837504,32.16120576232704,614,1,14.56585447317421,2.603517576777572,0.4902604570903684
19.82177084203147,89.53248321017257,0.4821121619330557,0.5879779795026728,0.20364567844175896,0.41869848320026315,0.31876141170472483,0.22617292129907335,35.94266491166679,995,1,62.85187338555931,11.78211446875603,0.12783058460143729
19.81947943193925,97.31401984648008,0.7386316020800496,0.7003558706454139,0.24225587487315436,0.5946599258843257,0.6970826146889936,0.8401681129939894,4.282220345585639,750,0,29.073124171578645,5.246914539882725,0.13930797549696325
10.517943155978948,80.64219160964116,0.9613012298101378,0.8257374480921023,0.2554546831463145,0.10726423089457073,0.5676172687002073,0.9790215486032896,6.778496957322719,781,0,169.03777887045462,30.058188238440408,0.07314413728289806
87.28673384861884,92.87735855110252,0.11651570874449035,0.407053484413019,0.45571992927537697,0.63161897237096,0.48650630145515683,0.7552491618313867,13.496271727210448,925,0,252.63479021909384,50.05284074913592,0.620477381445326
62.10592611560484,95.25897757023122,0.7096240114666146,0.6870648902697188,0.5095791761379135,0.3735677343474656,0.20262152654117488,0.8236578095646117,1.2100333288624228,460,0,144.8783706886187,33.03938302160079,0.4238802578665592
72.26689489062431,95.18973138376614,0.23032992406867026,0.3032614891868513,0.3088762443172881,0.33420428942856767,0.8756936819970178,0.6205286295229105,13.271129450949552,708,0,157.41758960363677,33.79138308095895,0.6434896278977462
