SOC (%),SOH (%),Voltage (V),Current (A),Battery Temp (°C),Speed (km/h),Acceleration (m/s²),Road Incline (°),External Temp (°C),Charge Cycles,Charge Rate,Distance Traveled (km),Energy Consumed (kWh),Remaining Distance (km)
40.581311290499436,87.47281636933397,372.99983109899705,13.814456837217392,23.967361236132497,101.66838932357038,1.4493312187055718,-9.146777953288662,30.908222623360565,212,Fast,289.231631954882,70.14886736000577,92.77907338746178
95.31785910894203,86.65824192462807,318.45119955987116,-4.0707546465806885,17.84453325486174,59.34204524632445,2.2866112505779013,6.570092393531745,-2.736511880797229,530,Slow,141.6990889300863,21.947597635412723,145.3843836599984
74.53942447208348,83.5230782500572,334.6639694369886,46.44985248639408,18.79077674916648,23.4558732758623,-0.22092074772599446,-5.013848354811847,37.32318976526325,687,Slow,379.9160499122353,71.00976634584778,185.61369198636532
61.872555998718475,92.14533340202976,366.32806368578184,-28.10215490157618,20.420133845427653,88.39701439321111,-1.2649276099595546,-4.321252712882622,32.16120576232704,614,Slow,14.56585447317421,2.603517576777572,124.60627714215387
19.82177084203147,89.53248321017257,348.208934452448,8.78564159989407,21.10960003094845,50.241376281995485,-1.086920553867231,-5.475094433022689,35.94266491166679,995,Slow,62.85187338555931,11.78211446875603,38.13075702243045
19.81947943193925,97.31401984648008,373.8571038634894,20.021001499022262,22.26785427631632,71.35529801429966,1.1816895501863636,6.801679104439241,4.282220345585639,750,Fast,29.073124171578645,5.246914539882725,40.8692546536882
10.517943155978948,80.64219160964116,396.12079012228594,32.55644893453817,22.663800868904833,12.871834820872659,0.40534820394897686,9.578039908126044,6.778496957322719,781,Fast,169.03777887045462,30.058188238440408,25.08260803047626
87.28673384861884,92.87735855110253,311.65466877151977,-9.302896957199295,28.671490364626077,75.79007874191907,-0.08103521413645698,5.103733018600707,13.496271727210448,925,Fast,252.63479021909384,50.05284074913592,155.67594638507632
62.10592611560484,95.25897757023122,370.9567716398061,18.69219076574815,30.28719572478124,44.82605867341492,-1.7833555273429558,6.471557209383803,1.2100333288624228,460,Fast,144.8783706886187,33.03938302160079,108.76800692974176
72.26689489062431,95.18973138376614,323.03441556321144,-19.679852861571725,24.266376243790678,40.102769966219334,2.2527341249934203,2.410009210386754,13.271129450949552,708,Fast,157.41758960363677,33.79138308095895,161.16665267655915
6.955526958101233,97.72147934191051,341.4476727407569,-6.452390763817974,42.218892597621846,117.58986945333615,1.6861226850444364,0.5754981679295739,-9.539915721203604,606,Slow,286.91417924848196,53.64214974114446,13.448844063169929
97.14143595538945,94.58067485658988,303.286272579514,39.56271312033992,31.594191700168636,51.89167713122967,-2.1561683895646224,4.431560095810301,33.87682855023417,424,Slow,120.53155014627964,25.18573856154612,193.94897683859043
84.08205087604007,98.55620123295392,313.5907382292699,44.99076093309543,38.62430784100221,81.36460537388811,-0.7956692723871801,-9.284742423875594,-1.8852979923990905,395,Fast,138.71982726695865,33.38927439890166,167.10756524915385
25.172215514436235,86.65313199641783,331.97772890488994,21.881734692726468,42.7271349726253,75.32730426886093,0.2527925618333482,-8.771989487932066,15.04239144542258,59,Fast,450.72101210619695,79.71982020032145,57.99795953744
22.27337188467456,90.06418833503086,334.1985805287985,-12.564810922381497,19.894053437274156,12.516426106218915,-0.2739682633708078,3.7454697715236733,36.44132463641253,458,Fast,363.7396454533713,72.76765435782697,38.33509472335445
22.42342843607621,80.28159326565782,389.9585216462096,32.00577899746641,27.836234511469037,89.75130444771794,-0.6132249675735695,-3.2986007082588387,31.049127130580324,237,Slow,252.42005036450195,60.87456018663632,40.60262230220631
33.90301308115608,80.13915174606582,374.1812909266515,-47.41329182745798,27.996312051438263,38.779104412029184,1.3129913853631763,-0.2233128710345067,28.806228902616212,946,Slow,351.9442312099472,78.52079892752693,66.73833983411426
54.851861005062595,84.80253240903039,397.2182968187041,-39.7254089460579,25.634167513150626,95.8727459036082,-2.6729789745729753,5.639851273198202,20.27228196541248,740,Fast,220.68231778703728,36.95861380932607,88.2529570028657
46.034776771001,82.01614394278171,359.90715103352403,16.137373637536115,15.267175996549199,72.9168939138459,-0.17153796524434872,1.5431581681386781,11.813674294216135,397,Fast,456.1279107571285,104.60809851523462,80.60607002117636
32.66676831881398,85.20422735871507,324.1713732091318,-20.875142472994256,39.47916323334285,38.05097879441875,-1.4269098576623918,6.105237493261157,12.301868551931687,271,Fast,88.2413601525031,20.315457970259487,74.87669923797009
63.12602499862605,83.54086589056794,332.7655029921643,45.138621840047776,18.346779646617083,42.75515523972851,-2.4922896885914465,-1.6168951565871303,-5.651719849771332,629,Slow,85.4803596646213,19.198028406802024,128.33816565305503
18.251916761943974,80.57040049677296,331.9835923291967,-6.393938790769525,44.86441793765277,87.78088435996328,-0.21067705198220654,-4.2515329405691045,-6.7607022355018165,231,Fast,29.718578230463866,6.228429349127605,38.59831158014223
32.75374161084572,98.18608292812098,332.64943276632516,-7.063517961082297,38.188754757335445,66.00711781474583,-1.9717878535765876,-5.303261822322625,32.171925947867585,980,Slow,90.00497652433882,14.562825923135543,60.119383490111375
39.804375112900715,80.16446262777784,367.2964173111816,17.807951019093125,32.40030052819543,80.20212488055783,-1.4506543086587482,-7.366380978536058,10.4326043800681,117,Slow,110.2286677353398,21.706606602042925,83.62144264791706
48.32664850061841,94.7216428867417,353.0807928090416,26.756856230618965,19.638192532247924,18.998198529022595,0.042052377060455726,-9.264069554520834,-7.29919768112823,668,Slow,430.30508960950067,68.27547144937428,89.81050487407055
79.59171633233629,83.04295773839033,338.5424178086644,-2.444126187486347,30.46178914179741,94.43720066741024,2.842253879596929,-8.937019686331908,23.152713709882605,299,Slow,254.2525088249702,51.33117846528044,141.1884251999688
23.969009305044175,98.244592439992,314.9089768728717,-28.599909828827585,22.833262225734266,38.44695826980416,1.1055300408213355,-4.5800234573437155,24.165120024081773,374,Slow,102.92778781523043,19.60922281792247,44.503294161646615
53.8522716492931,97.85591879179772,302.2139162942146,27.330864272562167,22.569675736292083,74.38335205892079,-1.3222692110590515,-4.4317481131086005,1.3720179064503935,608,Slow,425.8411981029698,64.12792287350378,130.63792444889398
61.27938404189403,93.07802292738515,321.88346775876926,-17.964872512637243,39.885877481474566,13.761579029041044,-0.7055636845477409,-2.364309419335786,10.535979489453421,117,Slow,38.02335585070499,8.660620816183199,127.5109321073282
9.412789208399783,93.4446829960121,310.74714039686813,-32.48892307061424,26.41933271878304,38.57042893883604,-0.5632010860741365,1.832347424790111,18.671203426868523,814,Slow,142.01053052965224,30.543118895028048,18.210211136245036
62.716760930636646,80.10678283939377,378.54450308522394,13.164018992501326,28.521714101724122,77.86407516799702,-2.0781742599337374,5.185990702641215,19.81408827311472,900,Slow,469.27550260971896,81.69031589755566,142.98826437602474
21.199791750292697,99.69743132227204,311.2497957813885,-40.95463330096496,40.28894213340355,32.904735874830074,-2.0360748668419157,-6.045899838824855,15.555774630040517,717,Slow,484.21882067148454,103.7215987784396,34.04890716788308
11.179901333601554,97.55665207151628,372.4228237306836,47.135267508605494,17.633718771565277,105.63746360997806,-2.109631659075813,5.184963531979784,8.209823053638463,392,Slow,185.18055716176747,37.85326694772163,23.013499725027064
95.14412603906666,97.90212451460184,338.56586897760826,13.239726441213698,32.83853559273149,79.34740793321045,0.12998482642150133,-7.220209444172645,-6.558996967470534,297,Fast,402.3654670231448,80.79970590862389,171.28626796929572
96.73504314208314,93.18489074101744,307.3378389743776,48.58955209217558,32.34647044119113,104.43340719561549,1.045116520438249,9.773872413797463,-8.885819238204286,371,Slow,77.94774377467084,14.62624219656934,179.207008530119
81.79774807106381,86.89573857309072,381.2730049431586,-16.110657652136396,27.756437078000257,47.44688427013449,0.5443241076649596,-4.299324338347732,12.976736903926376,781,Slow,445.54971293798576,68.76801949806259,167.29290902525213
33.93830807147022,97.87297298180962,357.96305702366135,47.12051611903979,39.893239242722785,4.078217114961,2.8666031127200906,6.746700294082984,0.14713334809007605,60,Slow,396.2432637615399,98.51284246870084,75.30157688707325
14.278850830606467,85.83033856302384,323.5761512863573,-35.44377522713764,43.286701840070776,69.13679560261232,-2.244752566454089,-6.190683442216933,36.92444226674299,160,Fast,329.2582303334432,66.17410610148603,33.646556934103046
70.0021375186549,91.25423086684405,389.4681174332668,-45.930522765297155,28.960075857408324,40.703220327044676,2.918846437816531,9.012855608745134,22.02085088656208,911,Fast,418.86003561727097,65.12218383996003,174.860106033918
46.81448690526212,81.99461944687765,304.5258313870551,-46.701593954539746,28.68441152995199,53.7826051106824,-0.19995639667264875,6.532535704244239,19.275405885860707,647,Slow,281.24507250818186,43.612137134214315,85.24237713007695
16.593632310253987,98.439112602655,320.1819608197763,-3.512962940077294,30.061911890122342,81.73322567072987,-1.688203273337174,-2.8122147890593174,10.327592618079997,174,Slow,166.19350482162372,37.71866472697898,30.356102627066875
52.04180646057067,82.81540915542426,375.20469278058613,-41.69958025214052,36.69372092499185,84.07976004850461,2.6596849560345426,-1.5705654781029104,6.476262967155364,514,Fast,332.4813761115526,61.33376104128729,129.65427095005407
8.266909505945748,84.49793611460815,370.9377930309889,1.2167884167601741,35.041808720968874,3.306769783897847,-0.18832013913244428,-9.923240129540478,-1.009601705475463,329,Slow,332.04692033610127,64.0463789615468,15.872876260417472
91.38543819748429,91.16268316256429,328.9271693724478,-17.24994964910995,21.68504847620661,92.31632074075362,-0.9159182687368776,-4.9713551137406835,-6.992845754643753,279,Fast,289.9200520664222,61.32596676775696,187.02152090209827
29.584098252001606,95.28186000425963,306.2024875352783,-16.437100752588442,16.9168604579803,59.22226979472947,-1.7171393770922603,-4.2140708809609695,21.72488211029556,405,Slow,393.6334170965545,59.12745288361177,64.99321100289326
67.9396170136283,92.38702611872598,385.8078072224944,13.56089965451698,43.47762389450368,66.803852798946,-1.3927472933051872,-0.9452260208014316,28.960022556226974,510,Fast,26.71026993061798,5.38458045676404,156.99431266803919
34.61255222849404,84.64267825600312,331.36976380699025,-33.69019938483798,22.832092792011128,35.7593022227823,2.875317061363316,-7.219003720096666,32.88813332139023,139,Slow,319.52664187156665,70.06577660456352,70.94161854111564
54.406462011892025,80.0188608505498,319.57134149282655,26.655337033973098,34.15790054071775,50.500054320069715,-1.176159360571354,-0.42466223755501353,26.215391572600822,410,Fast,288.3997310641065,54.58687176267466,95.22618121108871
56.937476537611566,95.14301160614879,351.6061822360977,8.203091977863473,39.85314008231167,85.24501607751981,2.866835542557631,3.369369708385042,34.847544094909935,486,Fast,110.28783754227761,18.33288812118358,91.8194008960626
22.561173274925068,99.70414651822188,391.0227199282447,41.49446288475109,24.00830251641559,93.20565635331103,-1.0187100803274771,-2.574354037133631,39.140325573320624,534,Slow,43.60818461946797,10.256578684133292,51.32847429863787
97.11053963763307,96.19826240612181,304.3546577843375,-13.51593462324766,34.06300240970786,46.452741740157364,-1.6114892064686284,-5.356094488689481,38.083398395694466,132,Slow,234.95229640454795,44.57748497343202,154.00998940630967
78.63761821930588,89.2041323631323,376.58040880308874,48.27149920671255,18.23700723447675,82.93410391815962,-1.8998149025889162,0.9543297390778953,19.61151417212712,778,Fast,127.01873188002527,31.70938291250662,132.89889816920882
94.25239944859797,98.07534522798213,357.2473227938709,7.582764671402323,44.09794333126982,30.965220202612564,-0.5288729683560178,-9.41992194079446,1.2100001625848265,132,Slow,386.24975728801695,78.62274567083378,160.8291620138391
90.00859829062664,88.196953462367,342.5449116551817,47.340195618753384,16.744748251518775,99.84271982130183,-1.5791613087898368,-3.18325098447104,-4.682228376283584,678,Slow,245.1972582102186,39.8791224330021,138.15509414022608
